Iteration,d1_loss,d2_loss,g_loss
13501,8.64E-06,7.95E-09,4.18535614
13801,1.76E-06,8.56E-10,4.555607796
14101,2.19E-05,4.43E-09,4.523375034
14401,1.60E-05,4.17E-07,5.205821037
14701,4.68E-05,9.78E-08,4.782593727
15001,1.07E-05,4.61E-07,4.262187958
15301,1.46E-05,4.17E-07,4.592781067
15601,1.22E-05,4.00E-07,5.364333153
15901,7.96E-06,3.54E-07,4.007921219
16201,0.000117467,2.77E-07,4.990838051
16501,3.51E-06,2.44E-07,5.263803959
16801,1.31E-06,1.47E-06,5.424206734
17101,0.000236872,8.77E-09,6.077937603
17401,0.003205121,7.68E-09,5.168314457
17701,5.84E-05,1.57E-09,5.239091873
18001,4.99E-05,3.13E-10,4.638395309
18301,3.46E-05,1.32E-08,5.543450832
18601,8.36E-05,1.36E-06,4.885614872
18901,1.36E-05,1.44E-08,4.45616436
19201,4.38E-05,9.61E-08,6.228212833
19501,4.51E-06,4.12E-08,5.826071739
19801,5.91E-06,2.86E-07,4.545865059
20101,3.38E-06,5.81E-09,4.450287819
20401,3.58E-05,2.96E-09,4.563301563
20701,4.49E-06,1.01E-09,3.842825413
21001,0.000145117,5.72E-08,4.752006054
21301,7.55E-06,5.91E-08,4.449410915
21601,1.27E-05,4.06E-07,4.222007751
21901,0.000101428,5.61E-07,4.664190769
22201,1.03E-05,6.83E-07,5.024443626
22501,5.34E-06,3.53E-06,5.398414135
22801,4.38E-06,4.34E-06,5.314181328
23101,1.65E-06,1.38E-07,6.339470863
23401,2.88E-06,8.74E-08,4.276360512
23701,1.21E-06,0.000117799,3.639612436
24001,1.11E-06,1.91E-07,4.378544331
24301,1.52E-06,9.77E-08,3.682940483
24601,4.34E-06,1.53E-07,3.810799599
24901,1.23E-05,7.45E-06,4.471459389
25201,0.000145754,4.48E-05,5.46998024
25501,1.80E-05,4.27E-07,4.575772285
25801,9.43E-05,1.10E-06,4.478249073
26101,7.64E-06,2.64E-06,4.931829453
26401,2.75E-06,1.58E-06,4.425055027
26701,7.52E-06,8.91E-07,4.16492033
27001,2.17E-06,3.89E-06,3.999368429
27301,0.000461542,1.97E-07,4.134571552
27601,0.00016429,1.49E-09,4.055374146
27901,6.17E-06,2.51E-08,3.412643194
28201,2.30E-05,1.03E-05,4.534693241
28501,0.000149342,2.80E-09,4.447458267
28801,3.85E-05,2.38E-06,4.480325222
29101,8.64E-06,1.07E-05,4.347350597
29401,2.18E-05,1.86E-05,5.064366341
29701,0.009015405,0.220742837,5.121908188
30001,1.54E-05,5.75E-06,4.973264694
30301,0.000357544,1.76E-05,5.046267033
30601,0.003297728,1.96E-08,3.526908875
30901,3.73E-05,2.20E-07,4.074780464
31201,9.97E-06,4.10E-07,3.994412422
31501,3.77E-06,6.25E-06,4.38394928
31801,0.000193638,3.23E-08,3.893491983
32101,6.24E-06,0.000102796,4.840168953
32401,4.44E-06,1.41E-05,3.532411814
32701,0.000324284,5.16E-06,3.199841499
33001,0.000102309,4.70E-05,4.498378754
33301,0.000312378,2.42E-07,4.466533661
33601,3.09E-05,1.74E-06,5.7454772
33901,2.01E-05,4.26E-08,3.470200062
34201,0.000235771,7.10E-08,3.962777853
34501,5.34E-05,5.73E-08,3.228573799
34801,7.03E-06,4.88E-09,3.882577658
35101,1.73E-05,6.46E-09,4.030052662
35401,3.73E-06,7.39E-07,4.866580963
35701,3.03E-05,1.09E-05,4.275403023
36001,0.002086319,9.84E-06,5.373521328
36301,5.26E-05,3.60E-07,4.331319332
36601,3.31E-06,1.65E-07,4.296248436
36901,4.23E-06,7.00E-07,2.8680861
37201,1.24E-05,1.00E-06,3.402962446
37501,6.22E-06,1.92E-05,5.29648447
37801,2.25E-05,9.20E-07,5.042465687
38101,4.30E-05,1.43E-07,4.487678528
38401,9.26E-05,4.54E-09,4.47697258
38701,0.0002083,3.19E-07,3.534530878
39001,6.47E-06,3.57E-05,4.395693779
39301,0.000127791,7.82E-09,5.965283394
39601,4.10E-05,1.47E-07,5.060683727
39901,8.67E-05,1.08E-08,3.398024321
40201,2.43E-05,6.34E-07,4.611750603
40501,7.93E-06,4.73E-08,3.647083759
40801,7.94E-06,5.10E-07,4.760621071
41101,2.26E-05,6.35E-07,4.535055637
41401,5.92E-05,6.40E-09,4.462844372
41701,4.00E-05,1.50E-09,2.834410429
42001,6.74E-06,6.17E-07,3.724570274
42301,3.67E-05,1.93E-06,4.217137337
42601,4.87E-06,4.31E-06,4.008669853
42901,1.00E-05,4.01E-06,4.239037037
43201,1.44E-05,8.75E-07,3.189289093
43501,1.01E-05,4.14E-06,3.171756268
43801,0.000464925,1.17E-08,4.777513504
44101,1.10E-05,1.17E-05,3.150658846
44401,7.20E-05,3.05E-06,4.019468784
44701,5.82E-06,0.000116586,4.797114372
45001,4.95E-06,3.21E-07,4.828897476
45301,1.04E-05,3.79E-06,4.207183838
45601,6.50E-06,2.95E-07,4.215778828
45901,7.18E-06,2.61E-07,4.159280777
46201,1.49E-05,2.24E-06,4.235739231
46501,6.39E-06,1.83E-05,3.339620113
46801,1.63E-06,6.89E-07,3.919697762
47101,0.006781078,0.00361925,3.598702192
47401,0.001217483,0.000781883,4.341001987
47701,0.000514649,3.32E-07,5.302472115
48001,6.25E-05,3.44E-07,4.059720039
48301,0.00020965,8.32E-07,4.012490749
48601,4.51E-05,2.00E-06,3.98833847
48901,1.29E-05,4.63E-07,2.708443403
49201,1.22E-05,2.01E-06,4.329230785
49501,3.78E-05,3.51E-07,3.826690197
49801,9.02E-06,7.03E-07,3.717567205
50101,8.34E-05,2.28E-05,4.635723114
50401,0.003093202,1.87E-06,5.014617443
50701,0.000289954,1.33E-08,4.47488308
51001,0.000183298,4.41E-10,3.723425388
1,0.000104597,1.44E-07,4.422772408
301,1.05E-05,1.17E-06,4.62553215
601,1.61E-05,1.91E-07,4.850516319
901,7.15E-06,6.11E-08,6.228302002
1201,8.33E-06,2.24E-10,3.042462826
1501,1.73E-05,6.77E-07,4.179051399
1801,0.000112802,6.96E-09,4.145869732
2101,1.17E-05,4.79E-09,3.329303026
2401,2.91E-06,2.04E-08,3.186460495
2701,3.11E-06,2.84E-08,4.503196239
3001,2.92E-06,3.04E-09,3.978961468
3301,0.001432854,1.69E-06,4.489384174
3601,0.000927634,0.001022562,5.793089867
3901,0.001212719,2.25E-08,6.101530552
4201,2.11E-05,1.45E-08,4.332499504
4501,4.65E-05,3.97E-07,5.117282867
4801,2.28E-05,3.77E-09,3.691357374
5101,2.59E-06,1.37E-09,4.486400604
5401,3.57E-06,9.14E-09,4.460840225
5701,4.18E-06,4.29E-08,3.904196262
6001,1.79E-06,1.28E-09,6.098683834
6301,1.16E-05,3.03E-09,3.856877804
6601,1.75E-06,5.32E-10,3.614571333
6901,2.94E-06,1.73E-09,4.373484135
7201,1.06E-06,1.55E-09,4.922769547
7501,7.26E-07,7.69E-07,5.018454552
7801,4.44E-07,1.43E-10,3.907015085
8101,3.61E-07,5.03E-09,4.806996346
8401,7.53E-07,4.80E-10,3.343638897
8701,9.52E-07,2.33E-09,3.690651894
9001,3.69E-07,1.85E-08,4.318042278
9301,2.05E-07,6.73E-09,3.00200963
9601,9.57E-07,3.79E-10,3.932780266
9901,6.81E-07,4.68E-10,4.235051155
10201,1.54E-06,1.17E-09,4.818998814
10501,8.03E-08,3.47E-08,3.392126083
10801,5.65E-07,2.99E-10,3.6403687
11101,9.24E-07,7.81E-10,3.444092035
11401,0.000412269,3.95E-08,3.893923521
11701,4.87E-05,3.56E-08,5.66567421
12001,1.46E-05,3.18E-10,3.800890684
12301,1.91E-05,1.01E-09,3.482393026
12601,1.60E-06,6.91E-08,3.904923201
12901,0.002094309,8.61E-10,4.338008881
13201,0.000298407,2.01E-09,3.60803318
13501,9.90E-06,9.11E-10,4.413455963
13801,1.70E-06,5.51E-08,5.076987267
14101,7.20E-06,2.53E-08,4.171144009
14401,2.23E-06,2.85E-10,3.35010004
14701,1.30E-06,1.45E-09,4.395794868
15001,1.23E-06,1.74E-10,3.560168743
15301,4.97E-05,2.15E-09,2.671593189
15601,2.67E-06,1.82E-09,4.299701214
15901,1.03E-06,1.60E-08,3.150795937
16201,9.53E-07,4.07E-09,3.805255651
16501,6.90E-06,1.22E-09,3.129731417
16801,7.94E-07,1.48E-09,3.273286581
17101,1.86E-06,2.56E-10,2.777289152
17401,4.00E-07,1.12E-10,3.480332136
17701,2.47E-07,2.87E-10,3.630680561
18001,4.27E-07,9.62E-11,4.104299545
18301,6.57E-07,2.89E-10,3.636060715
18601,5.19E-07,8.24E-09,4.486897945
18901,2.97E-07,2.19E-08,3.013875961
19201,6.83E-06,1.59E-09,3.292651415
19501,2.45E-05,7.06E-08,4.495073795
19801,2.58E-06,1.89E-07,3.254003525
20101,5.81E-05,1.38E-08,3.480551004
20401,0.000108358,3.21E-07,4.192852974
20701,0.000567317,3.74E-09,3.560852051
21001,3.07E-06,1.55E-09,3.041691065
21301,9.20E-06,1.31E-08,2.98114109
21601,0.000127287,2.35E-09,3.932954311
21901,2.93E-05,2.25E-05,3.454849243
22201,2.08E-05,7.19E-09,3.268213034
22501,1.14E-05,0.000112812,3.047816515
22801,0.000115672,2.88E-07,3.018678665
23101,5.32E-05,1.14E-06,2.954111814
23401,6.12E-06,4.60E-06,3.622032881
23701,1.85E-05,1.73E-06,3.634590626
24001,0.000691926,1.42E-09,4.096243858
24301,0.003117719,8.40E-06,3.093791246
24601,0.001365118,0.002305004,4.593760014
24901,0.000323184,3.28E-05,3.870889425
25201,2.82E-05,0.000100404,3.169065475
25501,9.07E-05,1.36E-08,3.560595036
25801,1.17E-05,0.00062529,4.050600529
26101,8.00E-05,1.78E-07,3.673286915
26401,0.007919869,3.16E-08,3.484469891
26701,0.000152706,2.25E-08,3.830621481
27001,6.57E-06,0.000257984,4.466557026
27301,3.82E-05,1.40E-06,3.061112165
27601,1.94E-05,4.65E-07,3.523142338
27901,1.06E-05,3.33E-07,2.887592793
28201,9.45E-06,3.31E-07,5.20558691
28501,2.91E-05,0.012986281,3.447011471
28801,0.05096351,1.49E-05,3.494937897
29101,9.47E-05,0.163885862,4.104815483
29401,0.106517561,0.002674126,3.653444052
29701,0.004435093,0.001489741,3.424253702
30001,0.000518536,0.001741587,4.196609974
30301,0.001233092,3.05E-05,4.332565784
30601,0.037164073,2.41E-07,2.508635759
30901,2.28E-05,0.003591489,3.648397923
31201,0.049166381,3.79E-05,3.442762852
31501,7.75E-05,0.009107351,3.394418716
31801,0.005913565,5.27E-05,3.502613068
32101,0.000515246,0.003820949,2.994423866
32401,0.001567341,0.000873602,3.676115751
32701,9.96E-06,0.002107644,3.528676033
33001,1.06E-05,0.00186312,3.472162724
33301,0.018622754,1.19E-06,3.31463623
33601,0.00442004,0.000265701,3.868272543
33901,0.003763508,7.32E-05,2.972652197
34201,0.001007979,1.94E-05,3.653971434
34501,0.000104726,0.000915901,3.634179115
34801,0.000115634,2.81E-06,3.409161329
35101,1.55E-05,0.289684296,3.234277248
35401,7.99E-05,0.112949848,4.241814613
35701,0.001251467,5.77E-06,2.570402861
36001,0.000228705,8.55E-06,2.839339256
36301,7.31E-06,1.46E-07,4.092955112
36601,7.00E-06,1.08E-06,3.71568656
36901,6.15E-06,2.85E-05,2.716352463
37201,3.36E-06,6.74E-05,4.393625259
37501,9.58E-06,4.83E-08,4.152700901
37801,3.09E-06,1.65E-07,4.250924587
38101,5.88E-06,5.81E-08,4.577306271
38401,3.43E-06,1.07E-07,4.639482498
38701,6.94E-06,1.67E-06,2.941247702
39001,4.88E-06,2.25E-06,3.749085426
39301,1.50E-06,1.11E-06,3.527170181
39601,5.51E-07,3.01E-06,3.158676863
39901,1.19E-06,2.03E-06,3.369628668
40201,0.000213852,2.66E-07,3.778424501
40501,2.85E-05,3.41E-06,3.524556875
40801,0.000235759,1.54E-06,3.24200964
41101,9.60E-05,2.77E-06,3.00256443
41401,1.07E-05,0.001087778,3.095394135
41701,6.76E-05,4.10E-08,3.227899551
42001,9.68E-05,4.04E-08,3.362724543
42301,7.29E-06,0.000423339,3.881612539
42601,1.07E-05,6.28E-06,3.989323854
42901,1.35E-05,8.19E-07,3.791073561
43201,2.95E-05,6.10E-08,3.086775064
43501,3.12E-06,9.35E-07,3.789132357
43801,3.78E-06,7.24E-08,4.051193237
44101,1.36E-06,2.16E-06,3.093729973
44401,0.000240493,2.50E-07,3.341496229
44701,2.04E-06,1.50E-05,5.488754272
45001,1.06E-05,5.34E-07,4.162412167
45301,5.16E-06,3.64E-07,4.197844028
45601,0.012491199,1.42E-07,3.644053936
45901,4.31E-06,3.66E-08,5.250029564
46201,1.30E-05,5.32E-08,4.437086105
46501,9.00E-05,6.07E-12,2.99424243
46801,1.64E-06,2.18E-10,4.001012325
47101,2.84E-06,3.01E-09,3.457442045
47401,7.23E-07,1.80E-08,3.4010427
47701,1.27E-06,2.13E-06,3.712536335
48001,1.67E-06,8.13E-08,2.55358386
48301,1.03E-06,1.93E-08,3.076294661
48601,1.41E-05,1.31E-08,3.059158325
48901,2.18E-06,1.42E-09,3.174312115
49201,1.23E-07,2.68E-08,4.102660656
49501,1.91E-05,5.11E-10,3.220168829
49801,7.75E-05,3.54E-09,3.447855473
50101,4.17E-06,3.10E-10,3.200350285
50401,1.19E-06,3.09E-10,3.245994329
50701,1.29E-06,1.77E-09,3.177437305
51001,6.44E-06,1.05E-09,3.147354126
51301,6.01E-07,4.11E-09,3.226489782
51601,5.52E-06,1.17E-09,2.554961443
51901,1.04E-05,4.70E-09,3.025813103
52201,1.93E-06,3.07E-07,3.809287548
Data Augmentation,,,
1,4.48E-06,2.08E-08,24.31370735
301,9.65E-06,1.62E-10,16.45663452
601,2.39E-06,3.28E-07,13.21645069
901,1.84E-06,1.60E-07,12.30237007
1201,4.40E-06,7.07E-09,12.93071651
1501,2.03E-05,4.60E-05,7.077794552
1801,9.99E-07,1.55E-08,15.66812229
2101,1.12E-06,4.20E-08,12.17248917
2401,1.72E-06,2.69E-08,12.32700539
2701,5.99E-07,2.09E-08,10.58945942
3001,3.53E-07,1.25E-09,8.311454773
3301,5.15E-07,3.37E-09,12.15628147
3601,1.28E-07,3.92E-08,7.818948746
3901,3.12E-07,8.61E-09,5.627809048
4201,2.39E-06,3.55E-10,7.901796341
4501,1.60E-07,2.17E-08,5.674365044
4801,7.18E-07,3.30E-10,7.879254818
5101,9.06E-08,5.50E-09,5.251103401
5401,6.39E-07,9.09E-09,9.946619034
5701,1.58E-07,1.97E-10,7.34630537
6001,5.57E-08,6.56E-09,5.20056057
6301,1.02E-07,2.61E-08,7.95945549
6601,1.43E-07,3.46E-09,5.202499866
6901,9.69E-08,8.28E-08,6.531650543
7201,1.81E-07,1.48E-06,6.744828224
7501,3.13E-08,3.41E-08,6.664596081
7801,3.65E-08,1.28E-08,7.271268845
8101,5.83E-07,1.99E-09,5.498716831
8401,2.77E-08,2.54E-09,6.552910328
8701,1.41E-08,3.25E-08,7.991878033
9001,1.30E-07,1.42E-09,6.623628139
9301,2.22E-05,1.07E-05,6.516759396
9601,1.45E-06,2.63E-08,6.170029163
9901,0.000713887,1.45E-08,6.298658848
10201,2.41E-06,5.24E-07,7.832797527
10501,1.62E-05,1.21E-07,6.283191204
10801,1.24E-05,9.42E-08,4.717823029
11101,1.82E-06,1.55E-06,6.853720188
11401,1.22E-06,1.43E-07,5.810318947
11701,4.53E-06,1.21E-07,6.071223259
12001,1.19E-06,1.29E-07,6.383888721
12301,5.06E-06,3.83E-08,5.447029114
12601,1.51E-06,1.59E-08,5.083602905
12901,4.47E-07,8.44E-08,5.526637077
13201,2.26E-07,8.34E-08,5.077291012
13501,5.82E-07,4.55E-09,6.327704906
13801,1.40E-06,4.89E-08,4.786948204
14101,5.50E-07,2.14E-08,5.716229439
14401,3.88E-07,5.81E-09,5.676280022
14701,1.70E-06,1.74E-10,5.201202869
15001,5.92E-05,0.003884231,5.246204376
15301,2.77E-06,7.50E-07,5.815856934
15601,8.99E-07,0.000142146,5.412703514
15901,9.98E-07,1.27E-06,5.776298523
16201,3.24E-06,3.89E-09,4.881248951
16501,1.28E-05,3.43E-09,5.106867313
16801,2.29E-06,1.26E-07,5.496106625
17101,2.29E-06,4.71E-10,4.688283443
17401,7.82E-07,4.49E-09,4.938256264
17701,1.76E-07,2.49E-07,4.831624985
18001,4.55E-07,4.63E-09,4.914721489
18301,6.44E-07,9.94E-07,4.583439827
18601,5.68E-07,4.00E-08,4.941248894
18901,3.38E-07,2.33E-07,5.19106102
19201,1.04E-06,8.43E-09,4.773283958
19501,1.95E-07,7.92E-07,5.49326849
19801,8.62E-07,3.24E-08,4.825254917
20101,8.53E-07,7.02E-09,3.921992779
20401,7.73E-07,1.45E-05,4.632773399
20701,1.78E-05,5.61E-09,5.007121563
21001,3.37E-06,7.08E-09,5.977514267
21301,8.39E-07,6.89E-09,5.330795765
21601,5.47E-07,6.59E-11,4.226467609
21901,2.68E-07,1.70E-08,4.943025112
22201,2.39E-07,3.51E-09,3.902185678
22501,5.44E-07,1.59E-09,5.03481102
22801,1.25E-07,1.60E-09,5.911501884
23101,4.01E-07,6.08E-09,4.05834198
23401,1.39E-07,1.91E-09,4.567799568
23701,0.001104882,4.63E-06,5.097615242
24001,1.58E-05,1.17E-08,5.021405697
24301,0.000134718,4.75E-07,3.941673756
24601,5.45E-05,1.43E-06,4.633031368
24901,3.07E-06,5.79E-07,3.867536545
25201,0.044074863,0.010074686,4.673396587
25501,7.37E-05,0.000477076,4.285523415
25801,2.24E-06,1.33E-07,4.534440517
26101,1.94E-05,4.08E-08,4.860922337
1,2.20E-06,0.000574339,8.738758087
301,1.45E-06,3.22E-06,9.717735291
601,1.12E-06,1.48E-06,10.75305653
901,1.00E-06,4.53E-08,8.332172394
1201,2.79E-06,4.97E-08,6.474649429
1501,1.77E-06,1.24E-07,7.515794754
1801,1.58E-06,9.42E-08,10.68062592
2101,6.61E-07,4.58E-08,7.960393429
2401,2.09E-07,6.08E-08,6.385895729
2701,1.42E-06,4.09E-08,5.849372864
3001,4.49E-06,2.05E-08,8.618108749
3301,5.07E-07,7.66E-09,11.10221004
3601,5.58E-07,8.87E-09,7.665627003
3901,2.88E-07,1.94E-08,8.251994133
4201,5.22E-07,3.97E-09,6.482076168
4501,9.25E-06,4.94E-09,7.941105366
4801,3.57E-07,1.01E-08,7.372959137
5101,7.96E-07,3.40E-09,6.062717915
5401,8.48E-08,1.57E-08,5.837559223
5701,1.22E-07,1.36E-07,6.545314789
6001,2.74E-07,6.07E-09,6.959185123
6301,1.86E-06,9.33E-09,5.642643929
6601,6.67E-08,1.51E-08,5.401875973
6901,5.13E-07,1.95E-08,4.656651974
7201,8.88E-08,2.07E-08,5.72734642
7501,2.17E-07,6.08E-09,6.629344463
7801,1.75E-08,6.45E-09,6.012504578
8101,3.67E-08,2.23E-09,5.02497673
8401,7.64E-08,1.41E-08,5.229943275
8701,9.76E-08,1.39E-09,5.162377834
9001,1.01E-05,1.39E-07,5.993088722
9301,2.35E-06,2.70E-07,4.82300663
9601,6.76E-06,4.75E-08,5.448563099
9901,0.002274328,9.55E-08,4.746838093
10201,2.11E-06,2.79E-07,4.043707371
10501,1.01E-05,1.26E-08,7.024390221
10801,4.12E-07,5.93E-08,5.891451836
11101,2.42E-05,3.45E-08,4.971748829
11401,1.23E-06,2.81E-07,6.338479519
11701,1.68E-06,3.07E-08,4.773778439
12001,8.21E-07,3.76E-06,4.759358883
12301,1.24E-05,1.10E-07,5.144306183
12601,2.14E-07,1.96E-07,4.894807339
12901,8.28E-06,3.38E-09,5.577748775
13201,8.19E-07,8.90E-08,3.841109753
13501,5.80E-07,1.56E-08,5.5046134
13801,1.28E-07,4.97E-09,5.945827961
14101,4.22E-07,8.67E-09,4.239115238
14401,1.22E-06,5.76E-08,5.752310753
14701,4.01E-07,7.02E-09,4.519913197
15001,1.89E-07,1.44E-06,4.64596796
15301,3.63E-08,8.40E-10,4.552077293
15601,6.53E-08,7.29E-09,5.256723404
15901,9.16E-08,1.29E-07,6.289327145
16201,5.72E-08,1.32E-09,5.388179302
16501,2.08E-08,1.31E-09,3.591292143
16801,2.36E-08,1.98E-08,5.393489361
17101,1.12E-07,4.38E-09,5.986367226
17401,0.000351522,5.65E-09,5.741444588
17701,2.89E-06,7.76E-10,6.622574806
18001,1.81E-05,1.39E-08,5.27978754
18301,3.79E-06,1.03E-05,5.981647015
18601,4.41E-06,1.40E-05,5.724837303
18901,2.50E-05,2.28E-06,3.875082493
19201,3.15E-06,3.67E-07,4.697526932
19501,1.53E-05,1.41E-06,4.149650574
19801,1.64E-05,9.02E-07,4.970201015
20101,2.42E-06,6.64E-09,3.821045876
20401,1.05E-06,8.80E-08,4.902329922
20701,2.03E-06,3.76E-09,4.342029095
21001,3.37E-06,7.77E-07,4.376142979
21301,1.52E-05,1.49E-06,4.741968632
21601,0.001774261,5.71E-05,5.275838375
21901,1.64E-05,3.44E-06,4.371388435
22201,3.47E-05,0.001075429,5.680159092
22501,0.000438085,6.48E-08,4.231532574
22801,4.79E-06,1.20E-08,5.673164368
23101,5.74E-06,1.61E-08,4.766601086
23401,5.60E-06,1.19E-08,4.457988262
23701,1.74E-06,4.30E-08,6.062281132
24001,2.70E-06,3.84E-08,4.873722076
24301,1.46E-06,4.58E-08,4.212700844
24601,1.86E-06,2.98E-07,4.552671432
24901,2.71E-06,4.98E-08,3.847741842
25201,1.81E-06,3.66E-07,4.14656496
25501,1.90E-06,1.13E-07,3.988028288
25801,2.05E-06,4.41E-07,5.034362793
26101,0.001822847,6.39E-08,4.523238182
26401,1.80E-06,8.19E-07,4.681470871
26701,8.60E-06,3.60E-08,5.517914295
27001,3.81E-06,2.60E-08,4.365849972
27301,0.003742142,2.93E-06,3.735584021
27601,5.42E-06,9.74E-08,5.576826572
27901,2.50E-06,8.41E-08,4.872366428
28201,1.61E-05,9.20E-10,3.88334918
28501,8.44E-06,2.36E-09,3.486590624
28801,3.48E-06,3.12E-10,4.490701199
29101,7.44E-06,1.02E-09,4.00641346
29401,6.69E-07,5.23E-10,4.496676922
29701,1.80E-07,1.38E-08,3.062714338
30001,1.16E-06,8.90E-09,5.51295805
30301,3.36E-07,9.85E-09,3.891188622
30601,1.61E-05,1.15E-09,5.084403038
30901,3.59E-07,6.79E-07,4.399823189
31201,5.25E-07,8.34E-07,4.765357971
31501,1.34E-07,4.36E-07,4.153681278
31801,4.16E-06,2.66E-08,4.784161091
32101,5.67E-06,1.89E-07,4.912246227
32401,2.29E-06,1.07E-07,4.063856125
32701,1.52E-06,1.47E-05,4.301448345
33001,0.000161397,6.22E-06,4.151254654
33301,5.20E-05,2.25E-06,4.32584095
33601,0.002772462,3.51E-08,3.853317022
33901,5.27E-06,5.64E-06,4.459452629
34201,2.82E-06,8.28E-05,5.271037102
34501,4.09E-05,1.07E-08,4.749940872
34801,4.03E-06,5.50E-08,4.032535076
35101,7.37E-06,9.65E-09,4.546600819
35401,7.67E-07,1.14E-06,4.318218231
35701,5.09E-06,9.47E-07,5.095314026
36001,7.61E-07,2.14E-08,3.810973406
36301,0.009774753,2.00E-09,3.97363472
36601,2.41E-06,3.65E-08,3.839366913
36901,4.73E-06,9.81E-08,4.083407402
37201,2.10E-06,4.98E-09,5.539931297
37501,5.90E-07,9.49E-08,4.527582169
37801,3.06E-06,1.07E-08,4.341495991
38101,8.85E-07,4.17E-08,3.963000774
38401,3.74E-06,6.73E-09,3.821630001
38701,8.58E-06,5.41E-07,3.094213247
39001,2.55E-06,4.94E-07,4.217959881
39301,1.94E-05,1.53E-08,4.498944283
39601,6.91E-07,1.33E-05,4.898959637
39901,2.86E-07,1.57E-08,3.867238522
40201,3.75E-07,5.28E-09,4.149552345
40501,2.73E-07,1.71E-09,4.230415821
40801,3.12E-07,2.80E-09,4.089344025
41101,2.38E-07,1.13E-08,4.841162205
41401,1.68E-07,6.59E-08,3.988881588
41701,3.89E-07,1.32E-07,4.26973629
42001,1.17E-07,4.05E-09,4.176304817
42301,1.83E-06,7.84E-08,4.635577679
42601,3.31E-06,1.16E-09,3.71868968
42901,1.40E-06,6.12E-11,4.212899685
43201,8.83E-06,5.43E-11,3.545562506
43501,1.36E-06,8.56E-11,4.80356884
43801,3.01E-07,2.46E-11,4.063437939
44101,2.50E-07,8.76E-11,3.848023415
44401,6.43E-07,2.45E-10,4.448690891
44701,1.25E-06,2.99E-11,2.6619277
45001,2.45E-07,1.63E-09,3.857926369
45301,6.25E-07,1.82E-07,4.317658901
45601,2.82E-07,1.39E-07,3.878432035
45901,2.10E-07,5.71E-08,2.992195368
46201,5.78E-06,2.39E-08,4.768183708
46501,8.13E-05,1.59E-09,4.307925701
46801,2.24E-07,0.000441317,4.648047924
47101,0.000328707,2.94E-05,3.923849344
47401,8.36E-06,1.22E-05,4.091278553
47701,1.17E-05,1.15E-07,3.402377844
48001,2.34E-05,2.44E-07,4.113799572
48301,1.14E-05,8.61E-09,3.422815561
48601,0.000113528,3.31E-06,3.804069996
48901,9.77E-06,4.62E-07,3.635638952
49201,6.30E-06,6.30E-07,3.685299397
49501,5.00E-05,3.38E-06,4.431728363
49801,7.53E-06,8.76E-08,3.885664225
50101,1.13E-05,7.74E-08,3.396277905
50401,2.28E-06,0.006955849,4.718180656
50701,1.83E-05,2.32E-05,3.148211956
51001,3.95E-06,9.44E-09,3.901510954
51301,5.41E-06,3.95E-07,3.69409585
51601,6.09E-07,1.26E-06,3.72769165
51901,6.95E-06,7.24E-09,3.951715231
52201,1.78E-06,3.79E-07,4.151268482
1,5.24E-06,3.55E-09,10.89934826
301,2.17E-05,2.17E-09,14.49293041
601,3.81E-06,1.88E-08,8.780982018
901,6.26E-06,6.95E-08,7.921456337
1201,1.28E-05,1.58E-07,7.313386917
1501,8.04E-06,5.62E-07,7.312491894
1801,2.22E-06,1.10E-06,6.486043453
2101,3.63E-06,5.21E-06,6.237589359
2401,3.69E-06,1.32E-09,8.087615967
2701,3.40E-06,1.06E-08,5.915120125
3001,5.01E-07,1.95E-08,6.932880878
3301,3.89E-07,2.88E-07,8.803302765
3601,1.22E-07,1.64E-08,6.669057846
3901,1.72E-06,4.74E-08,6.273397923
4201,2.99E-07,1.56E-08,5.800410748
4501,2.02E-07,1.38E-08,7.377554417
4801,7.77E-08,8.67E-09,7.208381176
5101,6.48E-08,1.58E-07,4.833600998
5401,3.85E-08,1.92E-07,5.124437809
5701,5.48E-08,6.02E-09,6.14054203
6001,3.78E-08,3.36E-09,5.892317295
6301,3.79E-08,4.75E-08,6.765615463
6601,6.20E-08,1.66E-07,6.146456718
6901,1.10E-07,6.06E-10,6.869727135
7201,1.91E-08,5.84E-10,6.041878223
7501,1.33E-08,1.85E-08,5.094035625
7801,1.50E-08,5.51E-09,7.37638855
8101,1.30E-08,2.08E-09,5.995159149
8401,7.02E-08,1.32E-08,4.469959259
8701,4.13E-09,3.85E-08,5.629892826
9001,2.34E-08,2.46E-08,5.307292938
9301,7.00E-09,1.53E-09,5.827026367
9601,8.17E-09,1.43E-10,5.904800892
9901,2.36E-08,5.51E-10,3.937914371
10201,1.09E-08,3.67E-10,5.370786667
10501,2.45E-08,1.83E-09,3.673494101
10801,2.87E-06,4.62E-08,4.543113232
11101,4.08E-05,2.46E-08,5.051039219
11401,2.09E-06,7.99E-07,4.90813446
11701,2.62E-06,9.36E-10,5.885921001
12001,9.20E-07,2.68E-07,6.651349545
12301,1.69E-06,1.08E-07,5.187575817
12601,6.62E-07,5.59E-08,4.974926949
12901,3.99E-06,1.02E-06,6.02855587
13201,1.92E-06,3.45E-06,5.24062252
13501,4.84E-07,0.000572727,4.887292862
13801,9.00E-06,2.98E-05,5.105744362
14101,8.13E-07,3.64E-09,5.980435371
14401,1.11E-05,3.72E-07,6.402092934
