"Iteration	d1_loss	d2_loss	g_loss",,,
1,0.290623128,0.799731433,83.92398071
301,0.004591331,0.003012188,14.57279205
601,0.002753779,0.002496851,32.29553223
901,0.000901308,0.000888753,20.60557365
1201,0.000513324,0.000355957,20.498106
1501,0.239498615,0.154622689,18.19632339
1801,0.002994521,0.002196698,16.10585594
2101,0.003288982,0.001463088,14.9102335
2401,0.000607027,0.000419108,20.15583229
2701,0.001707509,0.001379965,17.4184227
3001,0.000112691,0.000268873,14.55949783
3301,0.000611168,0.000545573,16.67565155
3601,0.000521345,0.00101951,25.28601646
3901,0.00010778,5.95E-05,11.01097393
4201,0.000128874,0.000103314,11.59237194
4501,0.001075132,0.000342356,10.9348278
4801,0.000337437,7.93E-05,12.21961689
5101,0.000553143,0.000718899,15.09054184
5401,0.00101685,0.000903585,15.55742455
5701,0.000300516,0.00072525,15.20415974
6001,0.000630685,0.000460527,19.95078468
6301,0.000334785,0.000155344,11.215415
6601,0.000186439,0.00016489,14.71351337
6901,0.000443021,0.000129484,16.13915062
7201,0.000398231,3.62E-05,10.8634882
7501,0.00011401,6.34E-05,10.73140907
7801,0.000369467,0.000306641,26.02458382
8101,0.000503147,4.66E-05,10.79020596
8401,0.000396612,0.000270677,19.48327446
8701,0.000371238,7.26E-05,11.52028084
9001,0.001387587,0.000576252,12.70535851
9301,9.46E-05,0.004932199,10.7849474
9601,6.94E-05,0.000569607,9.455834389
9901,0.816272795,0.000114057,14.96269035
10201,0.001269706,0.003448833,9.31541729
10501,0.000411824,0.002643856,13.58301163
10801,0.000203839,2.82E-05,23.49653244
11101,0.000506064,0.000229331,14.59497643
11401,0.001509004,0.000101178,10.14617443
11701,9.37E-05,0.000304497,12.57664776
12001,2.84E-05,0.000194237,15.9319191
12301,6.76E-05,2.91E-05,8.366469383
12601,3.98E-05,1.19E-05,12.76539898
12901,4.97E-06,1.30E-05,18.15099335
13201,5.96E-06,6.93E-06,19.05242157
13501,0.000627334,0.000124115,12.8488245
13801,0.00034597,0.000269933,13.01640415
14101,5.73E-05,0.000202126,14.91642284
14401,5.15E-05,0.000337067,13.78310871
